structure,n_imzw,variant,n_wat,contact_class,contact_type,contact_detail,contact_distance_A,contact_angle_deg,contact_angle_atoms,contact_matched,contact_status,run8|BSSE=no,run102|BSSE=no,run102|BSSE=yes,run110|BSSE=no,optimized|BSSE=no,optimized_minus_ref
IMZW7_1_WAT5,7,1,5,OH...pi(N9),OH...pi,H2...N9,3.219196380126724,97.06050490844288,O-H2-N9,OH...pi(N9),ok,-3.132699999999204,-2.398667102534091,-2.375585097150178,-3.1999000000000706,-2.9090753751222693,-0.5334902779720911
IMZW7_1_WAT6,7,1,6,OH...pi(C1),OH...pi,H2...C1,2.526980653743317,152.78202213358557,O-H2-C1,OH...pi(C1);OH...pi(C2);OH...pi(N9);OH...pi(C3);OH...pi(C3),ok,-3.740999999999076,-3.427591789251892,-3.3630167640803847,-3.3966999999997824,-2.7172671269747837,0.6457496371056011
IMZW7_1_WAT7,7,1,7,CH...O(C3),CH...O,H7...O,2.867199583066899,126.16216407440145,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-2.0664000000006126,-1.5607023056363687,-1.5324665272783022,-2.010600000000068,-1.8623693665802306,-0.3299028393019283
IMZW8_1_WAT1,8,1,1,CH...O(C3),CH...O,H7...O,3.1270128107978707,111.70501671216958,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-0.7318999999997686,-0.4535121454391628,-0.4082415750599466,-0.7804000000000997,-0.8029875411603353,-0.3947459661003887
IMZW8_1_WAT2,8,1,2,CH...O(C3),CH...O,H7...O,3.00695569122942,158.5508550839731,C3-H7-O,CH...O(C3),ok,-0.4286000000001877,0.3405680769064929,0.3565856685163453,0.4374999999995452,0.7194327094087989,0.36284704089245357
IMZW8_1_WAT3,8,1,3,CH...O(C3),CH...O,H7...O,2.793464771822441,111.25960562789872,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-1.3591999999998734,-1.0294744095008357,-0.9820416831062176,-1.8279999999999743,-2.00137689679958,-1.0193352136933624
IMZW8_1_WAT4,8,1,4,OH...pi(N9),OH...pi,H1...N9,3.0778106900369946,120.87615743740338,O-H1-N9,OH...pi(N9);CH...O(C3);OH...pi(C3);OH...pi(C3);OH...pi(N9),ok,-0.4229999999997744,0.9730185047374108,1.0002013956545852,1.093399999999292,1.5969756551975496,0.5967742595429644
IMZW8_1_WAT5,8,1,5,NH...O,NH...O,H6...O,2.0202393510675907,137.6553932957754,N9-H6-O,NH...O;CH...O(C3);OH...pi(C3),ok,-3.349199999999655,-4.50763736985391,-4.445593608659692,-4.9661999999993895,-5.547541054612752,-1.1019474459530603
IMZW8_1_WAT6,8,1,6,CH...O(C3),CH...O,H7...O,2.67974929301586,138.8540480822812,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-1.3862999999992098,-1.0461236722185276,-1.0061392222123686,-1.600699999999506,-1.411893869355156,-0.4057546471427873
IMZW8_1_WAT7,8,1,7,noHbond-close(HH-H7),noHbond-close,H1...H7,2.9674853778824253,,,noHbond-close(HH-H7),ok,-0.2257999999992535,-0.638550930598285,-0.6142453977954574,-0.8490999999999076,-1.401218113423379,-0.7869727156279216
IMZW8_1_WAT8,8,1,8,OH...N3,OH...N3,H2...N3,1.8143927835873908,159.4323172182269,O-H2-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-4.510799999999108,-6.89581606068532,-6.852989304636139,-6.43559999999934,-4.995206023273687,1.8577832813624529
IMZW9_1_WAT1,9,1,1,CH...O(C3),CH...O,H7...O,3.2636759055901985,149.90620253062946,C3-H7-O,CH...O(C3),ok,-0.7524999999995998,0.1659524105198215,0.1917670125840231,-0.2025999999991654,-0.12172767632973663,-0.31349468891375976
IMZW9_1_WAT2,9,1,2,CH...O(C3),CH...O,H7...O,2.71588409482695,119.98719214026694,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-1.935099999999693,-1.5928895532269962,-1.5675998182559852,-2.5810000000005857,-2.5923631859396052,-1.02476336768362
IMZW9_1_WAT3,9,1,3,OH...pi(C3),OH...pi,H1...C3,2.870598909038669,109.24628327196292,O-H1-C3,OH...pi(C3);OH...pi(C3);OH...pi(N9);OH...pi(N9),ok,-2.17489999999907,-0.2101981819723732,-0.1512302871269639,-0.3236999999994623,0.4673804142041232,0.6186107013310871
IMZW9_1_WAT4,9,1,4,NH...O,NH...O,H6...O,1.9383797394122757,155.4210585188156,N9-H6-O,NH...O;OH...pi(C3);CH...O(C3),ok,-3.081299999998919,-3.0883840593742207,-3.0261837954749358,-3.65920000000051,-4.344862232461211,-1.3186784369862754
IMZW9_1_WAT5,9,1,5,OH...N3,OH...N3,H1...N3,1.8030635404491435,160.18418617302032,O-H1-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-4.492999999999483,-6.679025069606723,-6.632741648762021,-6.309200000000146,-4.82600279991408,1.8067388488479414
IMZW9_1_WAT6,9,1,6,CH...O(C3),CH...O,H7...O,3.2843862377872064,109.2382258892338,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(C3),ok,-1.9672999999993408,-2.04584671423072,-2.023824719770346,-2.2922999999996136,-1.8549466825134664,0.16887803725687944
IMZW9_1_WAT7,9,1,7,CH...O(C3),CH...O,H7...O,2.746250390465152,133.77637861551435,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-1.760799999999108,-1.7096172466117423,-1.6784349529771134,-2.1418999999991684,-1.8099551317368219,-0.13152017875970845
IMZW9_1_WAT8,9,1,8,noHbond-close(HH-H7),noHbond-close,H1...H7,3.3430110710930947,,,noHbond-close(HH-H7),ok,-0.9405999999989944,-0.257492092641769,-0.2472369826864451,-0.8017999999997301,-0.5501010348598128,-0.30286405217336765
IMZW9_1_WAT9,9,1,9,CH...O(C3),CH...O,H7...O,3.1819579286492776,103.20455263456472,C3-H7-O,CH...O(C3),ok,-1.2943999999997686,-0.8243260378367268,-0.8024659333168529,-1.5736000000001695,-1.834674675199402,-1.0322087418825492
IMZW10_1_WAT1,10,1,1,CH...O(C3),CH...O,H7...O,2.8713002930606195,121.70516090673252,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(C3),ok,-1.8350000000000364,-1.700991038873326,-1.6550008312624414,-1.7693999999996777,-1.279355710809839,0.37564512045260234
IMZW10_1_WAT2,10,1,2,CH...O(C3),CH...O,H7...O,2.6218118959736603,173.07365207299696,C3-H7-O,CH...O(C3);OH...pi(C3),ok,-1.4733000000005632,-0.982603388139978,-0.941570890659932,-1.400399999999081,-1.090803044564356,-0.1492321539044239
IMZW10_1_WAT3,10,1,3,noHbond-close(H-N3),noHbond-close,H2...N3,3.407442312649622,,,noHbond-close(H-N3),ok,-0.7998999999990701,-0.720094784599496,-0.7017840474727564,-0.9357999999997446,-0.8080333448407632,-0.10624929736800681
IMZW10_1_WAT4,10,1,4,OH...N3,OH...N3,H2...N3,1.7931735476935855,164.18443536227193,O-H2-N3,OH...N3;OH...pi(C3);OH...pi(N9),ok,-4.635499999999411,-6.480966827104567,-6.437108650046866,-6.149599999999282,-4.688012713556559,1.7490959364903071
IMZW10_1_WAT5,10,1,5,NH...O,NH...O,H6...O,1.843424201221466,167.04225091343233,N9-H6-O,NH...O;OH...pi(C3),ok,-2.989300000000185,-3.6688397261314094,-3.6087851047341246,-4.381200000000263,-5.340877586432181,-1.7320924816980563
IMZW10_1_WAT6,10,1,6,OH...pi(C1),OH...pi,H2...C1,2.426489833205365,155.43253718726578,O-H2-C1,OH...pi(C1);OH...pi(C2);OH...pi(N9);OH...pi(C3),ok,-3.2730000000001382,-3.195663582941052,-3.12829907858395,-3.158500000000004,-2.663111239585802,0.4651878389981481
IMZW10_1_WAT7,10,1,7,far,far,H2...H7,5.576889129510556,,,far,ok,-0.8874999999998181,-0.0172714276995975,-0.0028991810104344,-0.4686000000006061,-0.26048583428352423,-0.2575866532730898
IMZW10_1_WAT8,10,1,8,far,far,H1...H7,4.5379558287780855,,,far,ok,-0.4677000000001499,0.5558460673491936,0.5603553811670281,0.0662999999999556,0.20254462149473484,-0.35781075967229325
IMZW10_1_WAT9,10,1,9,OH...pi(C3),OH...pi,H2...C3,3.0078747633776244,100.0898819043008,O-H2-C3,OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-2.8103999999993903,-1.5933321237389464,-1.5699375307594892,-1.9758999999999105,-1.1707790015311839,0.3991585292283053
IMZW10_1_WAT10,10,1,10,CH...O(C3),CH...O,H7...O,2.923520201505199,124.66214308293668,C3-H7-O,CH...O(C3);OH...pi(C3);OH...pi(C3);OH...pi(N9),ok,-2.108400000000074,-1.0487951538525522,-1.0042522083385848,-1.5703999999991538,-1.51364691511039,-0.5093947067718052
IMZW64_WAT9,64,0,9,OH...N3,OH...N3,H2...N3,2.064927158416974,160.83179074455143,O-H2-N3,OH...N3;OH...pi(C1);OH...pi(C3);CH...O(C1),ok,-4.701399999999012,-4.9981369826127775,-4.931276476272615,-5.2861999999990985,-4.097656067422515,0.8336204088500994
IMZW64_WAT11,64,0,11,OH...pi(N9),OH...pi,H1...N9,3.658477955719565,117.3323393441245,O-H1-N9,OH...pi(N9);OH...pi(N9),ok,-1.244499999999789,0.5107396007224452,0.5333772340381984,0.1442000000001826,0.82352536148787,0.29014812744967167
IMZW64_WAT21,64,0,21,noHbond-close(H-N3),noHbond-close,H2...N3,3.396772525195645,,,noHbond-close(H-N3),ok,-0.7679999999991196,-0.0729024869215209,-0.0548242150980513,-0.598500000000513,-0.2827403950312374,-0.22791617993318608
IMZW64_WAT22,64,0,22,OH...pi(C3),OH...pi,H2...C3,2.99888204931271,105.78832560601664,O-H2-C3,OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-0.0135999999993146,0.9684858481632546,1.0002054756914731,0.3872000000005755,0.10932601834093121,-0.8908794573505419
IMZW64_WAT29,64,0,29,OH...pi(C2),OH...pi,H1...C2,2.3952982297615883,151.92875854855134,O-H1-C2,OH...pi(C2);OH...pi(C1);OH...pi(N9);OH...pi(C3);OH...pi(C3);OH...pi(N9),ok,-2.992799999999079,-1.0308440556109415,-0.9646064032567664,-0.9782000000000152,0.27600941465755874,1.2406158179143252
IMZW64_WAT44,64,0,44,NH...O,NH...O,H6...O,1.6817911484943664,174.27742727410848,N9-H6-O,NH...O,ok,-1.2141999999994368,-3.240199571242556,-3.1803611607465427,-3.865899999999328,-5.247590961251334,-2.0672298005047915
IMZW64_WAT49,64,0,49,CH...O(C3),CH...O,H7...O,2.480067907397094,156.6112229963115,C3-H7-O,CH...O(C3),ok,-0.6752999999998792,1.1743522726465017,1.2040085002663543,0.2928999999999178,0.6564259891410232,-0.5475825111253311
IMZW64_WAT50,64,0,50,OH...N3,OH...N3,H1...N3,1.9879252624002244,157.46006316486228,O-H1-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-3.888299999999617,-3.60678432523855,-3.541449673473835,-3.9581999999995783,-2.9747601803243304,0.5666894931495046
IMZW64_WAT51,64,0,51,CH...O(C3),CH...O,H7...O,2.9100791971967017,139.9666320527888,C3-H7-O,CH...O(C3),ok,-0.7162999999991371,0.797892413334921,0.8374106721312273,0.696400000000267,1.19342180238974,0.3560111302585127
IMZW64_WAT56,64,0,56,CH...O(C3),CH...O,H7...O,3.3531799479638726,124.96580287452431,C3-H7-O,CH...O(C3),ok,-1.7737999999999374,-0.9107775606389624,-0.895093214843655,-1.5777000000002772,-1.2985264389972062,-0.4034332241535512
