run,scan_value,zn_n_distance,imh_total_charge,zn_charge,wat6_charge,zn_6wat_charge,output_path
run41,3.0,7.259739664223659,0.0019229999999999803,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_3.0_full/old.orc_job.dat
run41,3.0,7.259739664223659,,1.624494,0.37358199999999997,1.9980760000000002,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_3.0_full/old.orc_job.dat
run41,4.0,8.259739664199834,-0.00030800000000006517,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_4.0_full/old.orc_job.dat
run41,4.0,8.259739664199834,,1.623016,0.377293,2.000309,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_4.0_full/old.orc_job.dat
run41,5.0,9.259739664167125,-8.100000000005672e-05,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_5.0_full/old.orc_job.dat
run41,5.0,9.259739664167125,,1.631123,0.36895900000000004,2.000082,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_5.0_full/old.orc_job.dat
run41,6.0,10.259739664163893,-5.000000000057042e-06,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_6.0_full/old.orc_job.dat
run41,6.0,10.259739664163893,,1.636245,0.363759,2.000004,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_6.0_full/old.orc_job.dat
run41,7.0,11.259739664237522,4.999999999973775e-06,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_7.0_full/old.orc_job.dat
run41,7.0,11.259739664237522,,1.638123,0.361873,1.9999959999999999,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_7.0_full/old.orc_job.dat
run41,8.0,12.259739664204812,2.0000000000505724e-06,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_8.0_full/old.orc_job.dat
run41,8.0,12.259739664204812,,1.638121,0.361876,1.999997,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_8.0_full/old.orc_job.dat
run41,9.0,13.259739664180987,-5.551115123125783e-17,,,,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_9.0_full/old.orc_job.dat
run41,9.0,13.259739664180987,,1.638465,0.361533,1.9999980000000002,/home/zbai29/data/qmmm_test/react_benchmark/Zn_scan_IMH/SP_init/run41/1Zn_1ImH_6Wat_1Hbond_IMH_9.0_full/old.orc_job.dat
