structure,n_imzw,variant,n_wat,contact_class,contact_type,contact_detail,contact_distance_A,contact_angle_deg,contact_angle_atoms,contact_matched,contact_status,run8|BSSE=no,run102|BSSE=no,run102|BSSE=yes,run110|BSSE=no,optimized|BSSE=no,optimized_minus_ref
IMZW64_WAT9,64,0,9,OH...N3,OH...N3,H2...N3,2.064927158416974,160.83179074455143,O-H2-N3,OH...N3;OH...pi(C1);OH...pi(C3);CH...O(C1),ok,-4.701399999999012,-4.9981369826127775,-4.931276476272615,-5.2861999999990985,-5.097209319806983,-0.16593284353436832
IMZW64_WAT11,64,0,11,OH...pi(N9),OH...pi,H1...N9,3.658477955719565,117.3323393441245,O-H1-N9,OH...pi(N9);OH...pi(N9),ok,-1.244499999999789,0.5107396007224452,0.5333772340381984,0.1442000000001826,0.08241332926645316,-0.4509639047717452
IMZW64_WAT21,64,0,21,noHbond-close(H-N3),noHbond-close,H2...N3,3.396772525195645,,,noHbond-close(H-N3),ok,-0.7679999999991196,-0.0729024869215209,-0.0548242150980513,-0.598500000000513,-0.5063175025704818,-0.4514932874724305
IMZW64_WAT22,64,0,22,OH...pi(C3),OH...pi,H2...C3,2.99888204931271,105.78832560601664,O-H2-C3,OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-0.0135999999993146,0.9684858481632546,1.0002054756914731,0.3872000000005755,0.37508632075887405,-0.6251191549325991
IMZW64_WAT29,64,0,29,OH...pi(C2),OH...pi,H1...C2,2.3952982297615883,151.92875854855134,O-H1-C2,OH...pi(C2);OH...pi(C1);OH...pi(N9);OH...pi(C3);OH...pi(C3);OH...pi(N9),ok,-2.992799999999079,-1.0308440556109415,-0.9646064032567664,-0.9782000000000152,-1.1099801105970994,-0.14537370734033306
IMZW64_WAT44,64,0,44,NH...O,NH...O,H6...O,1.6817911484943664,174.27742727410848,N9-H6-O,NH...O,ok,-1.2141999999994368,-3.240199571242556,-3.1803611607465427,-3.865899999999328,-3.21296572597292,-0.032604565226377336
IMZW64_WAT49,64,0,49,CH...O(C3),CH...O,H7...O,2.480067907397094,156.6112229963115,C3-H7-O,CH...O(C3),ok,-0.6752999999998792,1.1743522726465017,1.2040085002663543,0.2928999999999178,0.22694244084981693,-0.9770660594165373
IMZW64_WAT50,64,0,50,OH...N3,OH...N3,H1...N3,1.9879252624002244,157.46006316486228,O-H1-N3,OH...N3;OH...pi(C3);CH...O(C3);OH...pi(N9),ok,-3.888299999999617,-3.60678432523855,-3.541449673473835,-3.9581999999995783,-3.8428720979736584,-0.30142242449982337
IMZW64_WAT51,64,0,51,CH...O(C3),CH...O,H7...O,2.9100791971967017,139.9666320527888,C3-H7-O,CH...O(C3),ok,-0.7162999999991371,0.797892413334921,0.8374106721312273,0.696400000000267,0.6441359023372989,-0.19327476979392844
IMZW64_WAT56,64,0,56,CH...O(C3),CH...O,H7...O,3.3531799479638726,124.96580287452431,C3-H7-O,CH...O(C3),ok,-1.7737999999999374,-0.9107775606389624,-0.895093214843655,-1.5777000000002772,-1.4455647727139536,-0.5504715578702986
